Mean.Layer.1,Mean.Layer.2,Mean.Layer.3,Standard.deviation.Layer.1,Standard.deviation.Layer.2,Standard.deviation.Layer.3,Skewness.Layer.1,Skewness.Layer.2,Skewness.Layer.3,Ratio.Layer.1,Ratio.Layer.2,Ratio.Layer.3,Min..pixel.value.Layer.1,Min..pixel.value.Layer.2,Min..pixel.value.Layer.3,Max..pixel.value.Layer.1,Max..pixel.value.Layer.2,Max..pixel.value.Layer.3,Mean.of.inner.border.Layer.1,Mean.of.inner.border.Layer.2,Mean.of.inner.border.Layer.3,Mean.of.outer.border.Layer.1,Mean.of.outer.border.Layer.2,Mean.of.outer.border.Layer.3,Border.Contrast.Layer.1,Border.Contrast.Layer.2,Border.Contrast.Layer.3,Contrast.to.neighbor.pixels.Layer.1..3.,Contrast.to.neighbor.pixels.Layer.2..3.,Contrast.to.neighbor.pixels.Layer.3..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.1..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.2..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.3..3.,StdDev..to.neighbor.pixels.Layer.1..3.,StdDev..to.neighbor.pixels.Layer.2..3.,StdDev..to.neighbor.pixels.Layer.3..3.,Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Mean.Diff..to.neighbors.Layer.1..0.,Mean.Diff..to.neighbors.Layer.2..0.,Mean.Diff..to.neighbors.Layer.3..0.,Mean.Diff..to.neighbors..abs..Layer.1..0.,Mean.Diff..to.neighbors..abs..Layer.2..0.,Mean.Diff..to.neighbors..abs..Layer.3..0.,Rel..border.to.brighter.objects.Layer.1,Rel..border.to.brighter.objects.Layer.2,Rel..border.to.brighter.objects.Layer.3,Mean.diff..to.scene.Layer.1,Mean.diff..to.scene.Layer.2,Mean.diff..to.scene.Layer.3,Ratio.to.scene.Layer.1,Ratio.to.scene.Layer.2,Ratio.to.scene.Layer.3,HSI.Transformation.Hue.R.Layer.1.G.Layer.2.B.Layer.3.,Area..Pxl.,Border.length..Pxl.,Length..mu_m.,Length.Width,Number.of.pixels,Rel..Border.to.Image.Border,Volume..Pxl.,Width..mu_m.,Asymmetry,Border.index,Compactness,Density,Elliptic.Fit,Radius.of.largest.enclosed.ellipse,Radius.of.smallest.enclosing.ellipse,Rectangular.Fit,Roundness,Shape.index,Area..excluding.inner.polygons...Pxl.,Area..including.inner.polygons...Pxl.,Average.length.of.edges..polygon...Pxl.,Compactness..polygon.,Length.of.longest.edge..polygon...Pxl.,Number.of.edges..polygon.,Number.of.inner.objects..polygon.,Perimeter..polygon...Pxl.,Stddev.of.length.of.edges..polygon...Pxl.,Mean.of.sub.objects..stddev.Layer.1..1.,Area.of.sub.objects..mean..1...Pxl.,Area.of.sub.objects..stddev..1...Pxl.,Density.of.sub.objects..mean..1.,Density.of.sub.objects..stddev..1.,Asymmetry.of.sub.objects..mean..1.,Asymmetry.of.sub.objects..stddev..1.,Direction.of.sub.objects..mean..1.,Direction.of.sub.objects..stddev..1.,GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..,GLCM.Contrast..quick.8.11..Layer.1..all.dir..,GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..,GLCM.Entropy..quick.8.11..Layer.1..all.dir..,GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..,GLCM.Mean..quick.8.11..Layer.1..all.dir..,GLCM.StdDev..quick.8.11..Layer.1..all.dir..,GLCM.Correlation..quick.8.11..Layer.1..all.dir..,Number.of.sub.objects.Nucleus..1.,Number.of.sub.objects.Dark..1.,Area.of.sub.objects.Nucleus..1...Pxl.,Area.of.sub.objects.Dark..1...Pxl.,Rel..area.of.sub.objects.Nucleus..1.,Rel..area.of.sub.objects.Dark..1.,Rel..area.of.sub.objects.unclassified..1.
226.709739,191.024691,234.848834,25.036253,36.248327,21.202516,-1.132139,-0.710885,-1.242322,0.347404,0.292721,0.359876,97.000000,49.000000,125.000000,255.000000,254.000000,255.000000,213.769826,161.646035,226.007737,190.053333,133.771429,204.068571,21.656338,24.507042,20.276056,183.665540,374.433927,120.937183,70.016322,97.893447,53.399961,47.879540,56.410172,34.978959,218.125000,177.500000,231.250000,30.805590,36.966201,26.068420,0.141229,0.208260,0.112728,43.011312,72.756789,31.815626,43.011312,72.756789,31.815626,0.000000,0.000000,0.000000,27.067463,43.584661,19.745196,1.135580,1.295609,1.091794,0.802380,3645.000000,710.000000,206549125.750000,5.731757,3645.000000,0.000000,3645.000000,36035918.832000,0.965358,2.076023,2.042027,1.074088,0.510014,0.111581,1.823709,0.735265,1.712128,2.940015,3648.000000,3648.000000,5.846583,0.134106,17.464249,100.000000,0.000000,584.658297,3.398970,0.000000,3645.000000,0.000000,1.074088,0.000000,0.965358,0.000000,49.423197,0.000000,0.099585,424.744859,13.870300,8.043229,0.001177,224.993914,27.055491,0.842540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
202.974434,142.762163,217.231639,38.996840,46.153072,30.852864,-1.409596,-0.360453,-1.305909,0.360543,0.253588,0.385868,13.000000,0.000000,46.000000,255.000000,255.000000,255.000000,203.260367,142.854593,217.961680,199.172742,138.215531,214.638669,3.293998,3.783455,2.847932,43.394587,98.420035,24.753471,68.784817,86.243122,48.711499,43.879304,54.173096,31.082084,227.875000,189.062500,235.375000,13.195051,16.005736,12.221267,0.057905,0.084658,0.051923,13.073686,14.252031,6.385324,30.527297,42.768493,18.125436,0.457826,0.457826,0.457826,3.332158,-4.677867,2.128001,1.016691,0.968273,1.009893,0.801425,19362.000000,2480.000000,558189646.060000,4.376431,19362.000000,0.005645,19362.000000,127544498.110000,0.952528,3.454039,3.676997,0.986908,0.247702,0.189131,2.492205,0.571679,2.303074,4.455707,19416.500000,19416.500000,6.022080,0.054609,35.014283,351.000000,0.000000,2113.750031,3.810073,26.123017,1383.000000,4005.636333,1.539054,0.401279,0.646910,0.260570,65.087821,20.924451,0.071660,480.284273,15.711973,8.993274,0.000290,202.358883,38.977333,0.917568,3.000000,10.000000,1091.000000,2452.000000,0.056347,0.126640,0.817013
225.762404,186.701659,233.723774,26.660242,37.445297,23.624605,-1.693936,-0.705102,-1.791245,0.349376,0.288928,0.361696,15.000000,0.000000,48.000000,255.000000,255.000000,255.000000,218.811657,167.686416,230.894509,185.485851,131.296882,201.417266,30.693457,32.786273,27.535562,171.782342,305.768520,114.026311,74.186826,102.666284,56.753936,50.628710,62.097866,37.608287,198.875000,138.625000,201.437500,19.303092,21.174498,20.349965,0.097061,0.152747,0.101024,57.409838,82.306419,38.373137,58.542059,85.138946,39.269062,0.026316,0.026316,0.026316,26.120127,39.261628,18.620136,1.130835,1.266289,1.086564,0.805115,13746.000000,2812.000000,513213455.570000,4.989574,13746.000000,0.000000,13746.000000,102857163.450000,0.973648,4.463492,3.840221,0.799880,0.000000,0.122973,2.428544,0.471447,2.305571,5.996076,13745.500000,13745.500000,6.201630,0.031936,30.479501,375.000000,0.000000,2325.611072,3.919450,0.099191,6873.000000,2521.000000,1.233037,0.193331,0.855909,0.078431,49.400876,4.981533,0.090320,509.918544,15.333691,8.328626,0.001104,223.310925,28.589962,0.829506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
202.616885,142.794963,212.971148,39.186472,45.445788,33.661179,-1.259882,-0.549065,-1.054063,0.362864,0.255729,0.381407,21.000000,0.000000,48.000000,255.000000,246.000000,255.000000,197.567257,137.169027,209.608850,204.528219,145.012346,216.044092,-6.115085,-6.892068,-5.390117,87.987262,103.238157,28.837489,85.311140,111.188854,62.823153,53.475964,66.490329,38.721284,225.687500,160.000000,229.000000,12.473566,19.403608,11.832160,0.055269,0.121273,0.051669,1.771751,-9.986250,-4.693495,31.011513,48.436320,22.509565,0.730169,0.730169,0.730169,2.974609,-4.645068,-2.132490,1.014900,0.968495,0.990086,0.808742,8457.000000,1538.000000,356839467.380000,4.640443,8457.000000,0.000000,8457.000000,76897720.166000,0.958841,3.177686,3.244666,0.994815,0.203737,0.003848,2.014403,0.595366,2.010554,4.181077,8423.000000,8423.000000,6.521193,0.066131,24.083189,194.000000,0.000000,1265.111457,3.781578,37.418383,1691.400000,2238.372498,1.264059,0.368541,0.807965,0.225794,51.188262,14.369577,0.059850,669.725134,18.835407,9.018922,0.000284,202.379132,39.214480,0.884445,0.000000,3.000000,0.000000,1040.000000,0.000000,0.122975,0.877025
209.316111,163.137711,221.535749,41.078919,52.080013,33.403925,-1.342729,-0.706195,-1.230205,0.352390,0.274647,0.372962,22.000000,0.000000,56.000000,255.000000,254.000000,255.000000,208.191225,155.452815,224.506623,180.944260,125.915141,200.274542,24.613358,26.425858,22.220588,125.000732,212.326413,76.045333,83.081807,108.284779,62.625836,54.332293,67.002699,40.248445,207.375000,137.312500,205.125000,27.683197,27.096399,27.422334,0.133493,0.197334,0.133686,44.519893,57.775245,29.430679,44.519893,57.775245,29.430679,0.000000,0.000000,0.000000,9.673835,15.697681,6.432110,1.048456,1.106468,1.029902,0.798459,14574.000000,1632.000000,362909839.950000,3.352944,14574.000000,0.000000,14574.000000,108236177.850000,0.910346,2.833333,2.695209,1.287461,0.392343,0.316863,2.010720,0.650393,1.693857,3.379643,14546.000000,14546.000000,6.837740,0.100736,25.019992,197.000000,0.000000,1347.034791,4.332675,36.983834,1121.076923,2449.296523,1.536186,0.340950,0.684416,0.222420,42.386836,20.322057,0.078063,634.518282,18.083180,8.897545,0.000875,207.468019,41.445541,0.902942,2.000000,8.000000,402.000000,1429.000000,0.027583,0.098051,0.874365
200.173215,150.599734,215.774530,42.072297,52.412073,33.301586,-1.256485,-0.665641,-1.117294,0.353321,0.265820,0.380859,20.000000,0.000000,56.000000,255.000000,254.000000,255.000000,200.615385,147.852970,222.636806,167.636259,109.650115,195.155889,30.100707,31.933746,26.495583,236.541552,405.475672,135.060767,101.641699,133.131876,71.914826,59.036712,70.181867,42.139970,191.125000,120.875000,207.250000,10.313068,9.980450,10.615437,0.053960,0.082568,0.051220,60.562653,79.274534,37.655944,60.562653,79.274534,37.655944,0.000000,0.000000,0.000000,0.530939,3.159704,0.670891,1.002659,1.021430,1.003119,0.793437,27844.000000,1296.000000,223000000.000000,1.179894,27844.000000,0.126543,27844.000000,189000000.000000,0.367552,1.928571,1.513683,2.299826,0.758368,0.610033,1.520824,0.863385,0.910791,1.941687,27857.500000,27857.500000,7.361254,0.275964,164.000000,153.000000,0.000000,1126.271817,13.535827,26.911558,960.137931,4233.618862,1.513018,0.353217,0.662763,0.193868,167.154917,46.787891,0.067082,539.033435,17.001721,9.139108,0.000311,199.186349,42.092491,0.920806,8.000000,19.000000,1845.000000,2429.000000,0.066262,0.087236,0.846502
220.589775,154.891773,224.598352,24.142011,38.402179,22.343719,-1.056111,0.553740,-0.803940,0.367601,0.258119,0.374281,61.000000,0.000000,98.000000,255.000000,255.000000,255.000000,210.815789,146.103878,221.054017,189.985795,123.345170,202.880682,19.008879,20.634850,17.441731,225.943428,339.045685,117.286366,85.184015,105.779874,58.688594,53.031797,59.704481,36.558573,221.812500,147.125000,226.500000,6.848529,7.865073,8.154753,0.030875,0.053458,0.036003,56.387618,60.611369,28.583710,56.387618,60.611369,28.583710,0.000000,0.000000,0.000000,20.947499,7.451743,9.494714,1.104925,1.050541,1.044140,0.823749,8861.000000,924.000000,182000000.000000,1.750000,8861.000000,0.024892,8861.000000,104000000.000000,0.572460,2.345178,2.136102,2.091534,0.691908,0.638264,1.470989,0.829860,0.832724,2.453978,8863.500000,8863.500000,6.460423,0.176388,23.086793,123.000000,0.000000,794.631980,4.518035,0.000000,8861.000000,0.000000,2.091534,0.000000,0.572460,0.000000,84.398878,0.000000,0.091295,306.301501,12.567455,8.306843,0.000585,219.531977,24.744420,0.865951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
232.263287,200.755413,240.107283,20.562108,27.933180,17.066807,-1.058741,-0.411696,-1.333482,0.345052,0.298243,0.356705,144.000000,100.000000,160.000000,255.000000,254.000000,255.000000,225.046154,181.837363,236.703297,192.789130,145.693478,207.923913,29.811448,32.531987,27.149832,203.500289,373.657251,145.668575,71.194573,101.613245,54.562547,45.719526,55.285946,33.970191,216.187500,166.750000,229.625000,18.855433,24.393903,16.385493,0.087218,0.146290,0.071358,55.698667,84.011018,38.385325,55.698667,84.011018,38.385325,0.000000,0.000000,0.000000,32.621011,53.315383,25.003645,1.163397,1.361607,1.116240,0.800112,2032.000000,594.000000,152734785.430000,4.198007,2032.000000,0.000000,2032.000000,36382690.778000,0.942939,2.560345,2.734696,1.118830,0.372047,0.064015,2.013756,0.649085,1.949742,3.294311,2054.000000,2054.000000,6.526190,0.102211,21.095023,77.000000,0.000000,502.516634,4.091842,0.000000,2032.000000,0.000000,1.118830,0.000000,0.942939,0.000000,36.111027,0.000000,0.100281,417.604718,14.415378,7.749850,0.001734,229.459969,22.992209,0.777831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
203.955526,158.635877,219.788041,39.672221,54.354458,31.075283,-0.944196,-0.332465,-1.062897,0.350211,0.272393,0.377397,24.000000,0.000000,68.000000,255.000000,255.000000,255.000000,191.792850,138.627760,215.505783,176.495643,122.347495,202.296296,14.055462,14.353782,12.474790,144.763825,259.296373,79.705663,85.741860,111.297450,60.673745,52.217210,64.817551,37.366775,210.875000,152.000000,221.625000,30.028892,29.899833,26.272312,0.142401,0.196709,0.118544,38.574119,53.058376,21.824121,49.837946,69.023874,29.429244,0.291597,0.291597,0.291597,4.313250,11.195847,4.684403,1.021605,1.075935,1.021777,0.790183,6723.000000,1232.000000,223449641.640000,2.478501,6723.000000,0.034091,6723.000000,90155151.037000,0.833698,3.366120,2.996450,1.323563,0.181913,0.147964,2.239040,0.574570,2.091076,3.756377,6721.000000,6721.000000,6.485477,0.076510,42.000000,162.000000,0.000000,1050.647311,4.766635,28.848479,672.300000,1218.761178,1.597964,0.228598,0.717990,0.125460,14.147757,41.988591,0.074749,569.919464,17.172857,8.911731,0.000459,202.476452,40.480327,0.908901,3.000000,4.000000,781.000000,572.000000,0.116168,0.085081,0.798751
206.259668,157.650039,220.278874,37.050662,44.134258,30.470600,-1.267016,-0.634866,-1.237971,0.353070,0.269862,0.377068,20.000000,0.000000,60.000000,255.000000,253.000000,255.000000,206.504431,152.997955,223.458078,184.440243,130.607698,203.513167,20.745492,21.234415,19.144771,102.082067,176.555855,65.315039,80.119504,104.996233,60.058627,52.546799,64.968622,38.595910,241.437500,223.625000,243.312500,19.732488,27.775608,18.563131,0.081729,0.124206,0.076293,34.542095,42.404302,21.468455,41.688600,56.508496,26.377863,0.289541,0.289541,0.289541,6.617392,10.210009,5.175235,1.033146,1.069249,1.024059,0.796026,11507.000000,1966.000000,401780487.630000,4.314805,11507.000000,0.012716,11507.000000,93116724.707000,0.969949,3.574545,3.251280,0.849137,0.000000,0.005723,2.451394,0.396583,2.445671,4.581867,11493.500000,11493.500000,6.442173,0.051878,28.284271,259.000000,0.000000,1668.522800,4.409770,31.191062,1643.857143,2186.274093,1.365739,0.198039,0.848993,0.097044,50.992283,10.907843,0.063053,651.847995,18.600469,8.988963,0.000359,204.900877,37.705432,0.877924,2.000000,2.000000,588.000000,447.000000,0.051099,0.038846,0.910055
199.436809,146.587975,213.277766,41.618456,50.242853,33.403349,-1.493375,-0.532155,-1.310506,0.356581,0.262091,0.381328,4.000000,0.000000,32.000000,255.000000,253.000000,255.000000,194.037815,136.073950,209.082353,183.862722,127.261538,201.030769,8.804152,9.827617,8.522563,82.053760,131.176954,38.591525,79.237879,99.981576,59.897157,51.827245,62.936290,37.869876,203.625000,136.312500,211.437500,12.302820,13.405777,13.181278,0.060419,0.098346,0.062341,32.406066,39.002127,18.461805,37.451630,48.393159,24.387175,0.561372,0.561372,0.561372,-0.205467,-0.852056,-1.825873,0.998971,0.994221,0.991512,0.798743,18278.000000,1458.000000,332000000.000000,1.844444,18278.000000,0.240055,18278.000000,180000000.000000,0.653028,2.566901,3.269504,1.493466,0.214903,0.195781,2.478037,0.608065,2.282255,2.696083,18282.500000,18282.500000,8.088474,0.137170,332.000000,160.000000,0.000000,1294.155775,26.044502,36.189944,870.380952,3210.102438,1.501088,0.303251,0.658631,0.207222,91.934479,50.365719,0.065312,537.944915,16.785732,9.074092,0.000276,198.875047,41.674332,0.919309,6.000000,13.000000,1301.000000,1540.000000,0.071178,0.084254,0.844567
202.158472,133.842695,216.112380,34.678373,42.555154,26.813775,-1.143203,-0.190038,-0.926330,0.366154,0.242419,0.391427,6.000000,0.000000,55.000000,255.000000,254.000000,255.000000,198.277922,139.635714,215.554545,208.160521,150.598698,224.922632,-9.784260,-10.369290,-8.997799,18.386955,-30.748958,10.051802,69.959704,94.161264,51.565135,43.666443,56.853127,32.043227,228.500000,132.562500,227.187500,17.208283,15.124354,16.882753,0.075310,0.114092,0.074312,-4.708655,-17.816114,-4.915907,19.931486,32.501295,12.144316,0.820033,0.886626,0.820033,2.516196,-13.597336,1.008742,1.012604,0.907777,1.004690,0.805065,44563.000000,1988.000000,509055881.000000,2.441631,44563.000000,0.086016,44563.000000,208490101.440000,0.770171,2.133047,2.381642,1.733922,0.549447,0.449751,1.671619,0.755179,1.221867,2.354340,44579.000000,44579.000000,6.657949,0.194342,171.000000,255.000000,0.000000,1697.777073,11.054676,16.936240,891.260000,4625.359319,1.482003,0.281064,0.737097,0.182127,48.795470,29.369670,0.072600,376.579128,14.200280,8.961721,0.000233,201.880490,34.591505,0.917956,13.000000,35.000000,4533.000000,5700.000000,0.101721,0.127909,0.770370
136.303258,66.391479,177.775439,41.245652,47.183677,35.094698,0.405840,0.958588,0.209485,0.358250,0.174499,0.467252,34.000000,0.000000,76.000000,255.000000,237.000000,255.000000,147.547368,75.649123,177.392982,188.622837,120.249135,210.602076,-38.508772,-41.178363,-31.909357,-494.263927,-1146.321480,-216.279607,97.855454,110.341721,66.840604,39.445157,49.373954,32.028477,148.125000,70.062500,186.000000,19.338676,18.876138,19.196354,0.130556,0.269419,0.103206,-71.260898,-88.325918,-39.703054,71.260898,88.325918,39.703054,1.000000,1.000000,1.000000,-68.101886,-86.540982,-38.105204,0.666829,0.434123,0.823489,0.771277,1995.000000,342.000000,122000000.000000,3.812500,1995.000000,0.000000,1995.000000,32000000.000000,0.910646,1.540541,1.956892,1.361362,0.482707,0.473314,1.533394,0.752553,1.060079,1.914232,1995.000000,1995.000000,8.300467,0.265786,34.000000,37.000000,0.000000,307.117280,7.613554,17.169232,332.500000,133.221307,1.720477,0.277512,0.642345,0.141693,99.338469,22.285643,0.048045,802.622477,21.021226,8.944360,0.000164,137.571539,41.995980,0.878895,3.000000,3.000000,1191.000000,804.000000,0.596992,0.403008,0.000000
127.717572,59.639589,175.001950,41.803154,47.063377,35.457214,0.388082,0.831959,0.078199,0.352461,0.164587,0.482952,20.000000,0.000000,48.000000,255.000000,242.000000,255.000000,143.539458,80.648999,174.836278,184.884211,126.281871,209.085380,-38.527523,-41.432110,-33.243119,-629.897346,-1776.570582,-260.575322,119.608187,140.684889,83.722573,43.166045,61.069491,35.540202,176.937500,123.437500,192.437500,30.607329,47.335199,26.372260,0.172984,0.383475,0.137043,-78.425505,-101.484660,-41.994380,78.425505,101.484660,41.994380,1.000000,1.000000,1.000000,-76.687572,-93.292871,-40.878693,0.624826,0.389973,0.810642,0.765021,7694.000000,1090.000000,213000000.000000,2.108911,7694.000000,0.000000,7694.000000,101000000.000000,0.585493,2.883598,2.796075,1.708965,0.174942,0.019989,1.729075,0.577546,1.709087,3.106636,7746.000000,7746.000000,7.045829,0.110843,39.000000,133.000000,0.000000,937.095317,5.645719,34.654124,295.923077,239.096042,1.626591,0.252782,0.653086,0.176479,85.778282,43.155038,0.052291,730.768943,19.672980,9.429614,0.000109,128.981307,42.790652,0.894679,7.000000,19.000000,2270.000000,5424.000000,0.295035,0.704965,0.000000
186.598968,119.503546,198.483881,33.081368,38.072192,31.418858,-0.134987,0.194520,-0.376261,0.369806,0.236835,0.393360,76.000000,1.000000,97.000000,255.000000,240.000000,255.000000,188.230661,128.980309,197.599156,205.217687,149.493878,215.066667,-16.269737,-18.721491,-16.523026,1.854404,-99.074802,-49.573657,100.612412,130.674053,71.104951,57.314320,73.000584,40.345667,178.375000,110.812500,212.687500,18.206712,17.468610,17.799996,0.102070,0.157641,0.083691,-18.150905,-37.685617,-21.797583,42.555694,62.497651,31.530226,0.792763,0.792763,0.792763,-17.806176,-33.428914,-17.396762,0.912888,0.781414,0.919415,0.808253,3102.000000,912.000000,242251482.030000,4.973920,3102.000000,0.000000,3102.000000,48704334.001000,0.943579,3.040000,3.803577,0.967894,0.090909,0.089703,2.227225,0.513192,2.137522,4.093681,3071.000000,3071.000000,7.366273,0.060972,39.000000,108.000000,0.000000,795.557494,5.610160,18.329033,206.800000,108.365554,1.376792,0.359881,0.721613,0.265750,91.395254,26.215160,0.050511,772.918608,21.093691,9.012618,0.000183,187.076906,34.637532,0.823338,2.000000,10.000000,560.000000,1549.000000,0.180529,0.499355,0.320116
213.942982,161.044330,222.289630,36.628510,50.962276,30.879930,-1.089342,-0.300540,-1.044649,0.358197,0.269631,0.372172,25.000000,0.000000,64.000000,255.000000,255.000000,255.000000,211.109031,148.834802,223.546256,188.889128,125.398278,203.346609,21.705433,22.518676,19.837012,164.827605,270.968150,101.745217,89.099925,115.476747,66.192677,56.069425,67.185801,41.162359,238.125000,219.687500,244.000000,18.960073,24.941729,18.210574,0.079622,0.113533,0.074633,44.378507,57.316893,28.831877,48.116064,63.240532,31.854424,0.158744,0.158744,0.158744,9.537838,8.111869,6.408987,1.046661,1.053042,1.029688,0.810620,6384.000000,1178.000000,282820773.690000,4.903581,6384.000000,0.000000,6384.000000,57676370.043000,0.965057,2.752336,2.555150,1.063407,0.358709,0.194515,1.803600,0.660402,1.609086,3.685860,6406.000000,6406.000000,7.109833,0.078975,35.000000,142.000000,0.000000,1009.596267,5.648033,24.548704,638.400000,1357.805303,1.446791,0.315331,0.723512,0.197424,83.151045,32.339833,0.086601,591.785128,17.419530,8.630292,0.001284,211.696342,37.382826,0.887844,2.000000,6.000000,379.000000,876.000000,0.059367,0.137218,0.803415
135.179796,64.481619,180.469416,49.112778,53.683494,37.188713,0.385194,0.958138,0.174166,0.355614,0.169630,0.474756,22.000000,0.000000,69.000000,255.000000,247.000000,255.000000,160.854839,86.358871,184.078629,199.050100,128.016032,217.855711,-35.690828,-37.838757,-32.693787,-619.588955,-1516.081206,-239.932296,105.767457,118.936837,75.623410,31.681302,44.178975,29.608062,103.750000,24.375000,161.437500,17.469616,19.858484,16.151504,0.168382,0.814707,0.100048,-84.008275,-97.990637,-42.805849,84.008275,97.990637,42.805849,1.000000,1.000000,1.000000,-69.225348,-88.450842,-35.411227,0.661333,0.421635,0.835968,0.768255,6474.000000,676.000000,104000000.000000,1.009709,6474.000000,0.000000,6474.000000,103000000.000000,0.384800,2.086420,1.654618,2.291144,0.722274,0.612713,1.493409,0.837840,0.880697,2.100392,6431.500000,6431.500000,6.226754,0.263152,20.024984,89.000000,0.000000,554.181088,3.069740,43.038990,215.800000,141.573397,1.643393,0.274098,0.593636,0.209030,14.165705,43.944157,0.045949,819.741722,21.417872,9.530667,0.000103,135.685616,49.422568,0.912249,4.000000,25.000000,830.000000,5345.000000,0.128205,0.825610,0.046185
149.137259,75.497565,181.523070,47.731082,49.386860,36.589171,-0.194344,0.478131,-0.218441,0.367190,0.185882,0.446927,7.000000,0.000000,57.000000,255.000000,233.000000,255.000000,168.121212,103.912458,185.787879,208.097643,148.925926,221.722222,-36.753989,-40.114362,-33.851064,-471.605144,-1229.457899,-235.254596,97.088614,132.003882,75.367431,33.039626,52.607246,31.406436,125.312500,36.937500,175.750000,21.626716,18.609368,21.790193,0.172582,0.503807,0.123984,-80.290594,-111.498997,-53.379693,80.290594,111.498997,53.379693,1.000000,1.000000,1.000000,-55.267885,-77.434895,-34.357573,0.729616,0.493666,0.840849,0.782424,4313.000000,752.000000,225616999.090000,5.546712,4313.000000,0.000000,4313.000000,40675810.737000,0.955226,2.054645,2.127789,1.177108,0.504753,0.357435,1.377023,0.726978,1.019588,2.862649,4340.000000,4340.000000,6.787512,0.128447,27.018512,96.000000,0.000000,651.601167,5.208545,43.044228,215.650000,104.805188,1.675607,0.265517,0.596599,0.202363,85.681615,32.868289,0.046755,791.279315,21.162045,9.418400,0.000105,150.428485,48.387372,0.911603,7.000000,11.000000,1917.000000,1860.000000,0.444470,0.431254,0.124275
141.325080,69.208620,178.984869,32.743249,32.907496,29.331904,-0.205900,0.401454,-0.139476,0.362820,0.177677,0.459503,39.000000,0.000000,77.000000,252.000000,211.000000,255.000000,156.408060,85.037783,182.319899,193.287500,124.457500,213.467500,-34.395669,-36.003937,-30.216535,-385.791731,-927.761820,-167.042258,94.539954,112.033890,69.654460,42.902124,53.973993,35.999027,148.750000,78.062500,200.687500,18.304713,17.970353,16.544330,0.123057,0.230205,0.082438,-70.695315,-85.713802,-38.615223,70.695315,85.713802,38.615223,1.000000,1.000000,1.000000,-63.080064,-83.723840,-36.895774,0.691397,0.452544,0.829092,0.776157,2181.000000,508.000000,149000000.000000,4.515152,2181.000000,0.000000,2181.000000,33000000.000000,0.943343,2.081967,2.254470,1.158425,0.388354,0.281060,1.589643,0.659580,1.308583,2.719418,2181.000000,2181.000000,6.952728,0.147489,20.099751,62.000000,0.000000,431.069129,4.182112,18.623311,242.333333,92.501051,1.724823,0.361681,0.500260,0.294122,106.371382,24.932368,0.049318,656.978209,19.241429,8.861744,0.000185,143.013944,34.299935,0.848992,4.000000,5.000000,1308.000000,873.000000,0.599725,0.400275,0.000000
157.635700,95.201790,194.104612,41.745367,48.699834,32.879348,0.048918,0.538379,-0.258767,0.352698,0.213007,0.434295,22.000000,0.000000,52.000000,255.000000,252.000000,255.000000,166.548548,106.004149,193.831535,187.334711,128.816529,212.288430,-18.854569,-20.183398,-17.146075,-230.217995,-521.700666,-98.523929,95.814662,117.685897,65.327327,49.033235,64.037147,35.373628,165.937500,111.937500,210.250000,13.155174,14.051106,13.278272,0.079278,0.125526,0.063155,-35.753965,-45.086653,-18.863800,43.301142,55.462963,23.021768,0.685972,0.685972,0.685972,-46.769445,-57.730671,-21.776031,0.771192,0.622509,0.899129,0.771878,15199.000000,1554.000000,304971552.280000,2.926816,15199.000000,0.000000,15199.000000,104199086.870000,0.870833,2.735915,2.090779,1.469761,0.425489,0.339887,1.755659,0.746949,1.415771,3.151255,15248.500000,15248.500000,6.127976,0.109366,30.413813,216.000000,0.000000,1323.642838,3.980621,31.342899,253.316667,149.093985,1.615748,0.334827,0.603597,0.262552,93.794197,43.168216,0.055900,599.923386,18.153929,9.455892,0.000119,157.807380,41.867080,0.910424,15.000000,40.000000,4347.000000,9110.000000,0.286006,0.599382,0.114613
